ADMINLINK,EMPLOYEE,WAVE,SCWM_CWH,RMZFN,STUDYGROUP,CONDITION,SCEM_DISTI,SCEM_STRSI,SCWM_FTWCI,SCWM_WTFCI,SCWM_TIMEALLI
T0631,0,2,3.625,2,48,0,10.0, ,2.2,3.8,3.714285714286
T0631,0,3,3.375,2,48,0,7.0, ,2.0,2.6,3.857142857143
T0631,0,4,3.625,2,48,0,9.0, ,2.2,2.8,4
T0632,1,1,2.375,2,48,0,22.0,16,2.0,5.0,2.857142857143
T0632,1,2,-8.0,2,48,0,19.0,17,2.0,4.6,2.714285714286
T0632,1,3,-8.0,2,48,0,14.0,16,3.4,3.2,3.285714285714
T0632,1,4,2.25,2,48,0,17.0,16,2.0,4.8,3
T0633,1,1,3.25,2,48,0,15.0,12,3.2,2.8,2.857142857143
T0633,1,2,3.0,2,48,0,11.0,9,3.2,2.8,2
T0633,1,3,3.0,2,48,0,10.0,10,2.8,3.8,2.857142857143
T0633,1,4,3.125,2,48,0,10.0,7,4.4,4.8,2.428571428571
T0634,1,1,4.0,2,48,0,8.0,5,2.0,3.8,3.571428571429
T0634,1,2,3.125,2,48,0,7.0,5,3.0,3.6,4
T0634,1,3,3.5,2,48,0,8.0,7,2.4,3.4,3.428571428571
T0634,1,4,3.125,2,48,0,9.0,8,2.0,3.0,3.714285714286
T0635,1,1,4.5,2,48,0,11.0,5,2.8,4.0,3
T0635,1,2,4.5,2,48,0,9.0,8,3.2,3.6,3.333333333333
T0635,1,3,4.625,2,48,0,8.0,11,2.4,3.8,3.666666666667
T0635,1,4,4.625,2,48,0,9.0,5,2.0,2.0,4.333333333333
T0636,1,1,3.5,2,48,0,9.0,10,2.8,3.6,3
T0636,1,2,2.75,2,48,0,12.0,11,2.4,3.2,3
T0636,1,3,2.625,2,48,0,14.0,12,2.2,4.2,3
T0636,1,4,3.5,2,48,0,11.0,15,3.0,3.2,3
T0637,0,1,4.0,2,48,0,7.0, ,2.2,2.8,3.571428571429
T0638,0,1,2.625,2,12,0,12.0, ,1.8,4.6,2
T0638,0,2,3.25,2,12,0,12.0, ,1.4,4.4,2.666666666667
T0638,0,3,4.0,2,12,0,10.0, ,1.8,2.8,3.714285714286
T0638,0,4,4.125,2,12,0,9.0, ,2.0,3.2,3.285714285714
T0639,0,1,3.25,2,55,0,10.0, ,2.2,4.0,2.571428571429
T0639,0,2,3.25,2,55,0,9.0, ,2.4,4.0,3
T0639,0,3,3.125,2,55,0,8.0, ,2.0,3.2,3.428571428571
T0639,0,4,3.375,2,55,0,9.0, ,2.2,3.8,3.285714285714
T0640,1,1,3.125,2,55,0,8.0,11,2.8,3.6,3
T0640,1,3,2.875,2,55,0,11.0,7,2.4,4.4,3.333333333333
T0640,1,4,3.5,2,55,0,9.0,10,2.6,2.4,3.333333333333
T0641,1,1,2.75,2,55,0,13.0,8,2.2,4.0,3.285714285714
T0641,1,2,2.125,2,55,0,8.0,6,2.8,4.0,3.714285714286
T0641,1,3,2.0,2,55,0,12.0,8,2.0,4.6,3
T0641,1,4,2.125,2,55,0,10.0,10,2.0,4.4,3.285714285714
T0642,1,1,4.125,2,55,0,12.0,5,3.4,4.8,3.428571428571
T0642,1,2,4.0,2,55,0,11.0,8,2.4,4.0,3.142857142857
T0642,1,3,4.125,2,55,0,8.0,10,3.2,4.2,3.428571428571
T0642,1,4,3.25,2,55,0,7.0,8,2.0,4.0,3.714285714286
T0643,1,1,3.125,2,55,0,13.0,12,2.0,3.2,3.666666666667
T0643,1,2,3.25,2,55,0,8.0,10,2.4,2.0,4
T0643,1,3,4.5,2,55,0,10.0,10,2.0,2.0,3.833333333333
T0643,1,4,3.5,2,55,0,14.0,12,2.0,2.4,3.666666666667
T0644,0,1,3.625,2,55,0,9.0, ,2.0,3.2,4
T0644,0,2,3.125,2,55,0,8.0, ,2.6,2.8,3
T0644,0,3,4.375,2,55,0,7.0, ,2.2,3.4,4
T0644,0,4,3.5,2,55,0,7.0, ,2.0,3.0,3
T0645,1,1,2.75,2,55,0,13.0,12,2.6,4.0,3.142857142857
T0645,1,2,2.875,2,55,0,14.0,10,1.8,5.0,3.142857142857
T0645,1,3,2.75,2,55,0,13.0,6,2.4,4.0,3.285714285714
T0645,1,4,2.5,2,55,0,13.0,11,2.8,4.0,2.714285714286
T0646,1,1,3.625,2,55,0,13.0,8,2.0,4.4,4.333333333333
T0646,1,2,2.375,2,55,0,19.0,12,2.2,4.0,-8
T0646,1,3,3.375,2,55,0,17.0,12,2.6,3.2,4.166666666667
T0646,1,4,3.75,2,55,0,14.0,11,2.6,3.4,-8
T0647,1,1,2.5,2,55,0,10.0,9,1.8,4.0,3.714285714286
T0647,1,2,3.0,2,55,0,10.0,10,1.6,2.8,3.857142857143
T0647,1,3,3.0,2,55,0,9.0,10,2.6,3.4,3.714285714286
T0647,1,4,3.5,2,55,0,11.0,11,2.4,3.2,3.714285714286
T0648,1,1,3.5,2,55,0,9.0,8,1.4,2.4,3
T0648,1,3,3.0,2,55,0,11.0,7,2.2,5.0,3.333333333333
T0649,1,1,-8.0,2,55,0,11.0,12,2.2,4.2,3
T0649,1,3,3.75,2,55,0,13.0,14,2.0,4.2,3
T0649,1,4,4.125,2,55,0,9.0,9,2.0,3.2,3.5
T0650,0,1,4.25,2,55,0,9.0, ,2.4,2.8,3.666666666667
T0650,0,2,4.875,2,55,0,9.0, ,1.8,4.2,3.666666666667
T0650,0,3,4.5,2,55,0,8.0, ,1.6,3.0,4.333333333333
T0650,0,4,4.5,2,55,0,8.0, ,2.2,3.4,4
T0651,1,1,3.625,2,55,0,9.0,5,1.0,2.0,4
T0651,1,2,-8.0,2,55,0,9.0,7,1.4,2.0,3.5
T0651,1,3,-8.0,2,55,0,13.0,10,1.2,2.4,4
T0651,1,4,-8.0,2,55,0,11.0,9,2.0,2.4,3.333333333333
T0652,1,1,3.625,2,55,0,8.0,9,2.0,2.8,2.5
T0652,1,2,-8.0,2,55,0,7.0,7,2.0,2.8,4
T0652,1,3,3.375,2,55,0,8.0,9,2.0,2.0,4
T0652,1,4,3.625,2,55,0,8.0,8,2.0,2.6,3.5
T0653,1,1,3.375,2,55,0,10.0,8,3.4,3.2,3.428571428571
T0653,1,2,3.625,2,55,0,16.0,11,3.2,4.8,3.285714285714
T0653,1,3,3.75,2,55,0,10.0,9,2.2,3.6,3.285714285714
T0653,1,4,3.5,2,55,0,11.0,10,3.6,3.8,3.285714285714
T0654,1,1,3.25,2,55,0,10.0,9,2.4,2.8,3.428571428571
T0654,1,2,2.625,2,55,0,14.0,10,2.2,3.6,3.857142857143
T0654,1,3,3.0,2,55,0,12.0,11,2.0,4.0,4
T0654,1,4,3.25,2,55,0,12.0,9,2.4,2.8,3.428571428571
T0655,0,1,4.375,2,40,0,10.0, ,4.2,3.6,4.714285714286
T0655,0,2,3.75,2,40,0,10.0, ,3.6,2.8,4.142857142857
T0655,0,3,3.875,2,40,0,9.0, ,3.2,3.0,4.428571428571
T0655,0,4,3.25,2,40,0,7.0, ,3.4,2.8,3.714285714286
T0656,1,1,2.875,2,40,0,16.0,11,2.0,5.0,2.428571428571
T0656,1,2,3.625,2,40,0,7.0,12,1.6,5.0,2.571428571429
T0656,1,3,3.75,2,40,0,7.0,10,2.4,4.2,3.714285714286
T0656,1,4,3.0,2,40,0,11.0,12,2.8,4.8,2.571428571429
T0657,1,1,3.125,2,40,0,14.0,12,2.2,2.6,3.428571428571
T0657,1,4,3.125,2,40,0,15.0,11,2.4,3.2,2.714285714286
T0658,1,1,3.375,2,40,0,13.0,13,3.0,3.8,3
T0658,1,2,2.75,2,40,0,16.0,14,2.8,2.4,2.857142857143
T0658,1,3,2.75,2,40,0,14.0,10,2.4,2.2,3.142857142857
T0658,1,4,2.75,2,40,0,9.0,7,2.8,3.0,2.714285714286
T0659,1,1,3.75,2,40,0,8.0,8,1.6,2.4,2.714285714286
T0659,1,2,3.875,2,40,0,11.0,7,1.4,5.0,3.285714285714
T0659,1,3,4.5,2,40,0,8.0,6,2.0,2.0,4
T0659,1,4,4.25,2,40,0,10.0,7,1.0,1.0,3.333333333333
T0660,0,1,4.0,2,40,0,10.0, ,1.6,2.8,2.666666666667
T0660,0,4,3.75,2,40,0,10.0, ,1.4,3.0,3.666666666667
T0661,1,1,-8.0,2,40,0,10.0,7,1.4,2.8,4
T0661,1,2,4.375,2,40,0,11.0,11,2.0,2.0,4
T0661,1,3,4.625,2,40,0,9.0,8,2.0,2.0,4
T0661,1,4,-8.0,2,40,0,8.0,9,2.0,2.8,3
T0662,1,1,3.625,2,40,0,6.0,8,2.0,2.2,4.285714285714
T0662,1,2,3.5,2,40,0,7.0,7,2.6,2.0,3.857142857143
T0662,1,3,4.0,2,40,0,6.0,5,2.0,2.4,3.857142857143
T0662,1,4,3.5,2,40,0,7.0,6,2.0,2.0,3.857142857143
T0663,1,1,-8.0,2,40,0,12.0,8,2.2,3.0,2
T0663,1,2,3.25,2,40,0,9.0,9,2.0,2.6,3
T0663,1,3,3.125,2,40,0,12.0,9,2.2,3.0,2.5
T0663,1,4,3.375,2,40,0,13.0,8,2.6,3.8,2.5
T0664,0,1,-8.0,2,23,0,9.0, ,2.0,3.0,3.333333333333
T0664,0,2,4.25,2,23,0,7.0, ,1.2,1.8,4
T0664,0,3,4.375,2,23,0,6.0, ,1.0,1.0,4.666666666667
T0664,0,4,4.375,2,23,0,7.0, ,1.4,2.0,4
T0665,1,1,2.25,2,23,0,6.0,12,2.0,2.0,4.285714285714
T0665,1,2,2.75,2,23,0,6.0,5,2.0,2.0,4.285714285714
T0665,1,3,2.5,2,23,0,7.0,6,2.0,2.0,4.285714285714
T0665,1,4,2.375,2,23,0,6.0,5,2.0,3.0,4.285714285714
T0666,1,1,4.0,2,23,0,9.0,8,1.4,1.6,3.833333333333
T0666,1,2,4.375,2,23,0,9.0,5,1.0,1.4,4.142857142857
T0666,1,3,3.75,2,23,0,9.0,8,2.0,2.0,4.571428571429
T0667,1,1,4.375,2,23,0,12.0,9,2.0,2.4,3.666666666667
T0667,1,2,4.625,2,23,0,11.0,7,2.0,2.4,4.571428571429
T0667,1,3,-8.0,2,23,0,7.0,8,2.0,2.0,4
T0667,1,4,4.5,2,23,0,8.0,9,2.0,2.0,3.857142857143
T0668,1,1,4.0,2,23,0,14.0,13,1.2,5.0,3
T0668,1,3,2.5,2,23,0,29.0,20,1.0,5.0,2
T0668,1,4,3.5,2,23,0,13.0,15,2.0,3.6,2.666666666667
T0669,1,1,2.125,2,23,0,10.0,5,2.0,2.8,2
T0669,1,2,2.75,2,23,0,9.0,5,2.2,2.4,4.142857142857
T0669,1,3,3.5,2,23,0,16.0,13,2.0,3.2,4
T0669,1,4,2.5,2,23,0,13.0,9,2.0,4.0,3
T0670,1,1,3.875,2,23,0,10.0,10,3.4,3.2,3.857142857143
T0670,1,2,3.625,2,23,0,8.0,10,3.6,3.0,3.857142857143
T0670,1,3,2.875,2,23,0,10.0,11,3.0,3.6,3
T0670,1,4,3.75,2,23,0,9.0,8,2.8,2.8,4
T0671,1,1,3.875,2,23,0,8.0,6,2.6,3.6,4.285714285714
T0671,1,2,3.0,2,23,0,8.0,9,2.2,4.6,4.142857142857
T0671,1,3,3.0,2,23,0,9.0,9,2.6,4.2,4.142857142857
T0671,1,4,3.0,2,23,0,10.0,8,2.6,3.8,4.142857142857
T0672,1,1,2.875,2,23,0,15.0,12,1.8,4.0,2.666666666667
T0672,1,2,2.875,2,23,0,15.0,9,1.8,4.0,3
T0672,1,3,3.375,2,23,0,11.0,9,2.0,3.8,3.428571428571
T0672,1,4,3.25,2,23,0,13.0,9,1.2,3.6,3.666666666667
T0673,1,1,3.75,2,23,0,7.0,4,2.0,2.8,4.5
T0673,1,2,4.0,2,23,0,8.0,6,2.0,2.2,4
T0673,1,3,4.25,2,23,0,8.0,6,2.0,3.2,3.5
T0673,1,4,3.625,2,23,0,8.0,6,2.0,2.2,4.166666666667
T0674,0,1,3.375,2,55,0,16.0, ,1.2,4.8,3.428571428571
T0674,0,2,3.625,2,55,0,15.0, ,1.2,5.0,3
T0674,0,3,3.875,2,55,0,17.0, ,2.4,5.0,3.571428571429
T0674,0,4,4.125,2,55,0,11.0, ,1.2,3.0,4.142857142857
T0675,1,1,4.25,2,55,0,12.0,12,1.4,3.2,3.5
T0675,1,2,3.0,2,55,0,21.0,14,1.8,5.0,2
T0675,1,3,-8.0,2,55,0,17.0,12,2.4,3.6,3
T0675,1,4,4.125,2,55,0,19.0,13,2.2,2.2,3.5
T0676,1,1,4.5,2,55,0,9.0,6,2.0,2.4,3.666666666667
T0677,1,1,4.125,2,55,0,10.0,8,2.2,3.0,3.666666666667
T0677,1,2,4.375,2,55,0,9.0,6,2.2,3.4,3.666666666667
T0677,1,3,4.125,2,55,0,12.0,8,2.4,3.4,3.666666666667
T0677,1,4,3.875,2,55,0,9.0,8,2.2,3.8,3.666666666667
T0678,1,1,4.0,2,55,0,11.0,8,2.0,3.6,4
T0678,1,2,3.625,2,55,0,12.0,9,2.2,3.6,2.333333333333
T0678,1,3,4.125,2,55,0,14.0,13,2.2,4.4,2.333333333333
T0678,1,4,4.0,2,55,0,13.0,9,1.4,4.6,3
T0679,1,1,4.375,2,55,0,13.0,13,1.8,2.6,3.333333333333
T0679,1,2,4.125,2,55,0,9.0,10,2.2,2.6,5
T0679,1,4,4.125,2,55,0,8.0,12,1.6,2.2,5
T0680,0,1,4.5,2,40,0,6.0, ,1.0,4.0,3.142857142857
T0680,0,2,4.5,2,40,0,8.0, ,1.6,3.6,3.428571428571
T0680,0,3,4.5,2,40,0,6.0, ,1.4,4.0,3.285714285714
T0680,0,4,4.375,2,40,0,8.0, ,1.0,4.8,3.285714285714
T0681,1,1,3.875,2,40,0,10.0,10,1.2,2.6,3.428571428571
T0681,1,2,4.125,2,40,0,8.0,7,1.4,2.8,3.428571428571
T0681,1,3,4.125,2,40,0,7.0,7,2.0,2.0,4
T0681,1,4,3.875,2,40,0,9.0,8,1.4,3.6,3.714285714286
T0682,1,1,4.0,2,40,0,10.0,8,2.2,3.2,3.714285714286
T0682,1,2,3.25,2,40,0,10.0,7,2.0,3.4,3.857142857143
T0682,1,3,3.125,2,40,0,9.0,7,2.0,3.2,4.285714285714
T0682,1,4,3.25,2,40,0,9.0,4,2.0,4.0,4
T0683,1,1,2.75,2,40,0,8.0,6,1.8,3.8,3.333333333333
T0683,1,2,3.625,2,40,0,14.0,10,1.2,3.8,3
T0683,1,3,3.75,2,40,0,7.0,10,2.0,2.4,4.333333333333
T0683,1,4,3.25,2,40,0,9.0,8,2.2,3.8,3.666666666667
T0684,1,1,4.125,2,40,0,10.0,7,2.0,2.2,3.666666666667
T0684,1,2,3.875,2,40,0,9.0,8,2.0,2.0,3.333333333333
T0684,1,3,4.25,2,40,0,12.0,10,2.2,2.8,2.666666666667
T0684,1,4,3.625,2,40,0,14.0,11,3.2,3.4,3.333333333333
T0685,0,1,3.125,2,40,0,9.0, ,1.0,3.4,3.333333333333
T0686,0,1,2.25,2,23,0,9.0, ,1.0,4.0,3.571428571429
T0686,0,2,3.25,2,23,0,7.0, ,1.4,2.0,3.714285714286
T0686,0,3,3.375,2,23,0,11.0, ,1.0,3.4,4
T0686,0,4,3.625,2,23,0,10.0, ,1.4,2.0,4.142857142857
T0687,1,1,3.375,2,23,0,12.0,6,2.2,2.8,4.142857142857
T0687,1,2,3.125,2,23,0,14.0,10,1.6,2.2,3.285714285714
T0687,1,3,3.0,2,23,0,11.0,11,2.0,2.4,3.142857142857
T0687,1,4,3.125,2,23,0,12.0,11,1.8,2.0,3.428571428571
T0688,0,1,3.625,2,40,0,13.0, ,2.0,2.4,4
T0688,0,2,3.375,2,40,0,7.0, ,2.0,3.4, 
T0688,0,3,3.5,2,40,0,6.0, ,2.0,2.0,3.5
T0688,0,4,2.625,2,40,0,6.0, ,2.0,2.0,3
T0689,1,1,2.875,2,40,0,8.0,8,1.8,4.2,3.285714285714
T0689,1,2,4.0,2,40,0,11.0,9,1.8,3.2,3.285714285714
T0690,1,1,4.375,2,40,0,13.0,9,3.0,3.0,3
T0690,1,2,4.0,2,40,0,20.0,12,3.0,2.4,4
T0690,1,3,4.25,2,40,0,13.0,12,2.4,2.0,4
T0691,1,1,5.0,2,40,0,8.0,6,2.0,2.4,3.571428571429
T0691,1,2,4.875,2,40,0,10.0,8,2.2,2.0,3.714285714286
T0691,1,3,5.0,2,40,0,9.0,9,2.4,3.4,3.428571428571
T0691,1,4,5.0,2,40,0,8.0,8,2.0,2.0,3.714285714286
T0692,0,1,4.125,2,23,0,10.0, ,3.4,3.6,4.142857142857
T0692,0,2,4.0,2,23,0,8.0, ,3.2,2.6,3.428571428571
T0692,0,3,4.0,2,23,0,9.0, ,2.2,3.0,3.714285714286
T0692,0,4,3.875,2,23,0,10.0, ,3.2,2.4,3.571428571429
T0693,1,1,-8.0,2,23,0,10.0,4,2.0,4.8,3.285714285714
T0693,1,2,-8.0,2,23,0,10.0,5,1.8,4.0,4.142857142857
T0693,1,3,-8.0,2,23,0,12.0,7,1.8,5.0,2.714285714286
T0693,1,4,4.875,2,23,0,7.0,5,1.2,3.0,4.428571428571
T0694,1,1,4.125,2,23,0,6.0,5,2.0,1.8,4
T0694,1,2,4.25,2,23,0,8.0,4,2.0,2.0,4
T0694,1,3,4.25,2,23,0,7.0,4,2.0,2.0,4
T0694,1,4,4.375,2,23,0,7.0,4,1.6,2.2,4
T0695,1,1,2.625,2,23,0,12.0,7,2.4,3.8,3.428571428571
T0695,1,2,3.0,2,23,0,17.0,9,2.8,4.6,3.428571428571
T0695,1,3,2.25,2,23,0,9.0,10,2.8,4.6,3.142857142857
T0695,1,4,2.375,2,23,0,13.0,7,3.2,3.8,3.285714285714
T0696,1,1,2.125,2,23,0,14.0,12,3.0,3.8,3.428571428571
T0696,1,2,2.75,2,23,0,15.0,12,2.8,3.4,3.857142857143
T0696,1,3,1.75,2,23,0,18.0,12,3.2,4.0,3.285714285714
T0696,1,4,1.75,2,23,0,18.0,12,3.4,3.8,2.714285714286
T0697,1,1,3.75,2,23,0,9.0,4,2.0,4.2,5
T0697,1,2,4.75,2,23,0,8.0,4,2.2,2.6,4
T0697,1,3,4.5,2,23,0,9.0,4,1.8,3.8,3.5
T0697,1,4,4.25,2,23,0,8.0,5,1.8,1.8,4
T0698,1,1,4.25,2,23,0,17.0,10,1.4,2.6,4.666666666667
T0698,1,2,3.75,2,23,0,15.0,10,1.2,3.4,4.5
T0698,1,3,3.875,2,23,0,16.0,11,2.0,3.0,4.166666666667
T0698,1,4,4.25,2,23,0,18.0,11,1.4,2.2,4.333333333333
T0699,0,1,3.75,2,55,0,11.0, ,2.4,4.2,3
T0699,0,2,3.5,2,55,0,11.0, ,2.6,4.2,3.666666666667
T0699,0,3,3.875,2,55,0,8.0, ,1.4,3.8,4
T0699,0,4,4.125,2,55,0,10.0, ,2.8,3.2,4.428571428571
T0700,1,1,2.75,2,55,0,15.0,12,2.4,5.0,4
T0701,1,1,3.125,2,55,0,11.0,8,2.0,2.2,4.166666666667
T0701,1,2,3.25,2,55,0,8.0,8,2.0,2.6,4
T0701,1,3,3.0,2,55,0,11.0,6,2.0,2.2,4
T0701,1,4,3.75,2,55,0,11.0,9,2.0,2.0,4.166666666667
T0702,0,1,3.5,2,40,0,12.0, ,2.0,4.4,2.857142857143
T0703,1,1,4.125,2,40,0,9.0,7,2.0,4.0,4.333333333333
T0703,1,2,3.5,2,40,0,7.0,6,2.2,2.6,4.333333333333
T0703,1,3,3.625,2,40,0,8.0,5,2.2,2.6,4
T0703,1,4,3.25,2,40,0,9.0,7,2.4,3.4,4
T0704,1,1,4.5,2,40,0,13.0,7,1.6,2.4,3.857142857143
T0704,1,2,4.75,2,40,0,13.0,10,2.4,3.2,4.428571428571
T0704,1,3,4.25,2,40,0,11.0,9,1.4,1.4,4
T0704,1,4,4.125,2,40,0,11.0,10,1.2,1.8,4.333333333333
T0705,1,1,4.75,2,40,0,8.0,8,1.0,2.0,4
T0705,1,2,5.0,2,40,0,8.0,7,2.0,2.4,4.571428571429
T0705,1,3,4.125,2,40,0,10.0,6,2.2,3.2,4.857142857143
T0705,1,4,3.875,2,40,0,9.0,10,1.0,3.2,4.285714285714
T0706,1,1,4.5,2,40,0,7.0,7,2.0,2.0,3.714285714286
T0706,1,2,4.875,2,40,0,7.0,6,2.2,2.0,3.857142857143
T0706,1,3,4.375,2,40,0,8.0,6,2.0,2.0,3.857142857143
T0706,1,4,3.75,2,40,0,9.0,8,3.0,4.0,2.714285714286
T0707,1,1,-8.0,2,40,0,13.0,12,2.4,3.4,3.666666666667
T0707,1,2,-8.0,2,40,0,14.0,9,2.8,2.6,4
T0707,1,3,-8.0,2,40,0,10.0,7,2.0,2.2,4
T0707,1,4,-8.0,2,40,0,9.0,7,2.8,3.8,3
T0708,0,1,-8.0,2,40,0,6.0, ,2.0,2.6,4.142857142857
T0709,1,1,-8.0,2,40,0,25.0,14,1.0,5.0,3
T0709,1,2,3.5,2,40,0,20.0,13,1.6,4.8,3
T0709,1,3,4.0,2,40,0,23.0,12,1.4,5.0,3
T0709,1,4,3.375,2,40,0,18.0,10,1.4,3.4,3
T0710,0,1,3.25,2,55,0,13.0, ,2.2,3.2,3.285714285714
T0710,0,2,3.375,2,55,0,12.0, ,2.0,3.8,4.142857142857
T0710,0,3,2.75,2,55,0,13.0, ,2.6,4.0,3.714285714286
T0710,0,4,3.25,2,55,0,13.0, ,2.6,4.0,3.428571428571
T0711,0,1,3.5,2,55,0,11.0, ,2.0,2.4,4.142857142857
T0711,0,2,3.875,2,55,0,10.0, ,2.4,3.6,3.857142857143
T0711,0,3,4.0,2,55,0,10.0, ,3.0,3.2,4.285714285714
T0711,0,4,3.75,2,55,0,7.0, ,2.8,3.6,4
T0712,0,1,2.75,1,44,0,10.0, ,2.8,3.4,3.833333333333
T0712,0,2,2.25,1,44,0,16.0, ,2.4,4.0,3.333333333333
T0713,1,1,2.5,1,44,0,9.0,12,3.0,4.2,3
T0713,1,2,3.0,1,44,0,8.0,8,3.6,4.4,2.857142857143
T0713,1,3,2.875,1,44,0,9.0,8,3.0,4.6,3
T0713,1,4,2.625,1,44,0,8.0,7,3.0,4.0,2.714285714286
T0714,1,1,4.25,1,44,0,13.0,11,2.4,3.6,3.5
T0714,1,2,3.375,1,44,0,12.0,11,2.0,4.0,3
T0714,1,3,3.75,1,44,0,10.0,10,1.8,3.4,4
T0714,1,4,2.375,1,44,0,12.0,10,2.0,4.6,2.5
T0715,1,1,3.125,1,44,0,12.0,8,1.6,5.0,3.571428571429
T0715,1,2,2.75,1,44,0,16.0,11,1.6,3.6,3.571428571429
T0715,1,3,2.875,1,44,0,16.0,13,1.4,3.8,3.714285714286
T0715,1,4,1.875,1,44,0,10.0,8,1.2,3.2,3.142857142857
T0716,1,1,3.25,1,44,0,13.0,9,3.0,3.4,3.571428571429
T0716,1,2,3.25,1,44,0,9.0,7,2.2,2.6,4.142857142857
T0716,1,3,3.625,1,44,0,9.0,9,2.0,2.6,3.714285714286
T0716,1,4,3.25,1,44,0,10.0,6,2.4,2.8,3.857142857143
T0717,1,1,3.75,1,44,0,6.0,9,2.4,3.2,3.142857142857
T0718,0,1,3.125,1,20,0,9.0, ,2.6,3.8,4.142857142857
T0718,0,2,4.125,1,20,0,9.0, ,2.6,3.0,4.142857142857
T0718,0,3,3.75,1,20,0,10.0, ,2.8,3.2,3.857142857143
T0718,0,4,3.875,1,20,0,9.0, ,2.6,3.0,4.142857142857
T0719,1,1,3.125,1,20,0,16.0,10,1.6,4.0,3
T0719,1,2,3.0,1,20,0,15.0,11,3.6,3.4,3
T0719,1,3,3.75,1,20,0,16.0,7,2.4,2.2,3
T0719,1,4,3.875,1,20,0,13.0,9,2.0,2.0,3
T0720,1,1,4.125,1,20,0,11.0,8,2.0,2.6,3
T0720,1,2,3.875,1,20,0,10.0,8,2.2,3.4,3.333333333333
T0720,1,3,3.75,1,20,0,11.0,9,2.0,2.6,4
T0720,1,4,3.625,1,20,0,16.0,10,2.2,3.6,3
T0721,1,1,4.625,1,20,0,13.0,11,2.4,2.8,4
T0721,1,2,4.375,1,20,0,13.0,11,2.4,2.4,3.571428571429
T0722,1,1,3.875,1,20,0,13.0,8,2.0,2.4,4
T0722,1,2,3.25,1,20,0,9.0,8,2.0,3.4,3.5
T0722,1,3,4.25,1,20,0,13.0,8,3.0,3.8,3
T0722,1,4,3.75,1,20,0,14.0,8,2.0,2.2,3.5
T0723,1,1,4.75,1,20,0,7.0,6,2.4,3.0,3.833333333333
T0723,1,2,4.75,1,20,0,7.0,6,2.0,2.6,3.833333333333
T0723,1,3,4.625,1,20,0,6.0,6,1.8,2.4,3.5
T0723,1,4,4.625,1,20,0,7.0,5,2.0,2.2,4
T0724,1,1,4.0,1,20,0,10.0,8,2.2,1.8,4.285714285714
T0724,1,2,3.25,1,20,0,9.0,8,1.4,3.0,4.285714285714
T0724,1,3,3.75,1,20,0,11.0,7,1.6,2.8,4
T0724,1,4,3.875,1,20,0,7.0,7,1.8,3.0,5
T0725,1,1,4.25,1,20,0,8.0,6,1.2,2.0,3.333333333333
T0725,1,2,4.375,1,20,0,7.0,6,1.4,2.0,3
T0725,1,3,4.625,1,20,0,7.0,4,2.0,2.0,3
T0725,1,4,4.5,1,20,0,7.0,4,2.0,2.0,3
T0726,1,1,3.25,1,20,0,16.0,10,2.2,3.4,3.571428571429
T0726,1,2,3.5,1,20,0,14.0,8,2.6,3.2,3.857142857143
T0726,1,3,-8.0,1,20,0,17.0,9,3.0,3.6,3.857142857143
T0726,1,4,-8.0,1,20,0,14.0,11,2.4,3.6,3.714285714286
T0727,1,1,3.0,1,20,0,7.0,8,2.0,2.2,4.285714285714
T0727,1,2,2.875,1,20,0,8.0,6,3.0,3.8,4.428571428571
T0727,1,3,2.75,1,20,0,6.0,7,2.2,2.4,4.285714285714
T0727,1,4,3.0,1,20,0,7.0,7,2.4,3.6,4.428571428571
T0728,1,1,3.75,1,20,0,11.0,11,3.2,3.2,3.666666666667
T0728,1,2,3.625,1,20,0,13.0,10,1.8,5.0,2.666666666667
T0728,1,3,3.5,1,20,0,10.0,8,2.6,2.6,4
T0728,1,4,4.375,1,20,0,9.0,5,2.0,2.4,3.857142857143
T0729,0,1,3.875,1,44,0,7.0, ,1.6,2.6,3.428571428571
T0729,0,2,4.125,1,44,0,7.0, ,1.8,2.2,3.857142857143
T0729,0,3,4.25,1,44,0,8.0, ,2.0,2.6,4.142857142857
T0729,0,4,4.25,1,44,0,7.0, ,1.6,3.0,4.142857142857
T0730,1,1,4.125,1,44,0,11.0,6,2.0,2.0,3.857142857143
T0730,1,2,3.5,1,44,0,10.0,6,2.2,3.2,3.571428571429
T0730,1,3,4.0,1,44,0,8.0,5,2.0,2.2,4.428571428571
T0730,1,4,3.875,1,44,0,7.0,5,2.2,2.0,4.285714285714
T0731,1,1,3.25,1,44,0,13.0,9,1.6,3.4,3.666666666667
T0731,1,2,3.0,1,44,0,15.0,8,2.8,2.8,3.571428571429
T0731,1,3,3.0,1,44,0,22.0,12,2.6,3.8,2.714285714286
T0731,1,4,2.625,1,44,0,23.0,12,2.8,4.6,2.571428571429
T0732,0,1,5.0,1,44,0,6.0, ,2.0,2.0,4
T0732,0,2,4.875,1,44,0,8.0, ,1.2,2.0,3.714285714286
T0732,0,3,4.75,1,44,0,9.0, ,1.2,1.8,4
T0732,0,4,4.25,1,44,0,6.0, ,1.2,3.6,4
T0733,1,1,3.875,1,44,0,12.0,8,1.8,3.4,4
T0733,1,2,3.75,1,44,0,21.0,10,4.0,4.8,3.285714285714
T0733,1,3,2.75,1,44,0,14.0,8,2.8,5.0,3.714285714286
